BiolayoutID,id_Food,Food Code,Food Name,Description,Group,Group (sub-class),Constant,Energy kJ kJ,Previous,Comments,Description Footnote,LEnergy (kcal) (kcal),LProtein (g),LCarbohydrate (g),LTotal Sugars (g),LStarch (g),Citric acid (g),Malic acid (g),Total Phytosterols (mg),Other Cholesterol and Phytosterols (mg),Phytosterol (mg),Beta-sitosterol (mg),Brassicasterol (mg),Campesterol (mg),Delta-5-avenasterol (mg),Delta-7-avenasterol (mg),Delta-7-stigmastenol (mg),Stigmasterol (mg),All-trans-retinol (µg),13-cis-retinol (µg),Dehydroretinol (µg),Retinaldehyde (µg),Alpha-carotene (µg),Beta-carotene (µg),Cryptoxanthins (µg),Lutein (µg),Lycopene (µg),25-hydroxy vitamin D3 (µg),Cholecalciferol (µg),5-mehtyl folate (µg),Alpha-tocopherol (mg),Beta-tocopherol (mg),Delta-tocopherol (mg),Gamma-tocopherol (mg),Alpha-tocotrienol (mg),Delta-tocotrienol (mg),Gamma-tocotrienol (mg),Water g,Total nitrogen g,Protein g,Fat g,Carbohydrate g,Energy kcal kcal,Starch g,Oligosaccharide g,Total sugars g,Glucose g,Galactose g,Fructose g,Sucrose g,Maltose g,Lactose g,Alcohol g,NSP g,AOAC fibre g,Satd FA /100g FA g,Satd FA /100g fd g,n-6 poly /100g FA g,n-6 poly /100g food g,n-3 poly /100g FA g,n-3 poly /100g food g,cis-Mono FA /100g FA g,cis-Mono FA /100g Food g,Mono FA/ 100g FA g,Mono FA /100g food g,cis-Polyu FA /100g FA g,cis-Poly FA /100g Food g,Poly FA /100g FA g,Poly FA /100g food g,Sat FA excl Br /100g FA g,Sat FA excl Br /100g food g,Branched chain FA /100g FA g,Branched chain FA /100g food g,ans FAs /100g FA g,ans FAs /100g food g,Cholesterol mg,Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg),Sodium mg,Potassium mg,Calcium mg,Magnesium mg,Phosphorus mg,Iron mg,Copper mg,Zinc mg,Chloride mg,Manganese mg,Selenium µg,Iodine µg
"Semi-skimmed milk, pasteurised, winter",682,12-419,"Semi-skimmed milk, pasteurised, winter",Samples taken in January and March,Milk and milk products ,BAH,12419,196,12-009 12-832 50-186 ,"Data from ADAS Laboratory Services, 1996, Nutrient analysis of pasteurised liquid milk, Food Surveillance Information Sheet No.128",,47,3.4,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5,0.54,3.4,1.7,4.9,47,0,0,4.9,0,0,0,0,0,4.9,0,0,0,65.13,0.98,0,0,0,0,0,0,27.87,0.42,0,0,5.53,0.08,0,0,0,0,3.3,0.05,5.7,22,11,24,0,0.03,0,0.03,0.24,0.1,0.7,0.8,0.06,0.9,11,0.8,3,2,43,161,123,11,96,0.02,0,0.5,89,0,1,41
"Semi-skimmed milk, UHT",683,12-314,"Semi-skimmed milk, UHT","22 samples, average of winter and summer",Milk and milk products ,BAH,12011,194,12-011 40-130 50-188 ,"Proximate data from LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178. Fats, inorganics and vitamins values as MPE 12-011",,46,3.1,4.7,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9,0.5,3.3,1.6,4.9,46,0,0,4.9,0,0,0,0,0,4.9,0,0,0,0,1.1,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.1,7,20,11,22,0,0.03,0,0.04,0.18,0.1,0.8,0.9,0.05,0.2,2,0.33,1.8,0,50,150,110,11,90,0.17,0,0.4,100,0,1,31
"Semi-skimmed milk, pasteurised, average",684,12-313,"Semi-skimmed milk, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",Milk and milk products ,BAH,12009,195,12-009 12-832 50-186 ,"Data from ADAS Laboratory Services, 1996 'Nutrient analysis of pasteurised liquid milk' Food Surveillance Information Sheet No.128. Fatty acids as FA 12-832",,47,3.4,4.5,4.5,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4,0.54,3.5,1.7,4.7,46,0,0,4.7,0,0,0,0,0,4.7,0,0,0,0,1.07,0,0.05,0,0.01,0,0.39,0,0.4,0,0.04,0,0,0,1.07,0,0.03,0,0.07,5.9,19,9,20,0,0.04,0,0.03,0.24,0.1,0.6,0.8,0.06,0.9,9,0.68,3,2,43,156,120,11,94,0.02,0,0.4,87,0,1,30
"Semi-skimmed milk, average",685,12-312,"Semi-skimmed milk, average",Weighted average of pasteurised and UHT,Milk and milk products ,BAH,12008,195,12-008 12-832 50-185 ,"Data from ADAS Laboratory Services, 1996 'Nutrient analysis of pasteurised liquid milk' Food Surveillance Information Sheet No.128 and LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance  No. 178.  Fatty acids as FA 12-832",,46,3.4,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6,0.54,3.4,1.7,4.7,46,0,0,4.7,0,0,0,0,0,4.7,0,0,0,0,1.07,0,0.05,0,0.01,0,0,0,0.4,0,0,0,0.04,0,0,0,0.03,0,0.07,5.9,19,9,20,0,0.04,0,0.04,0.24,0.1,0.8,0.9,0.06,0.4,6,0.32,2,1,43,156,120,11,94,0.02,0,0.4,87,0,1,30
"Semi-skimmed milk, pasteurised, fortified plus SMP",686,12-010,"Semi-skimmed milk, pasteurised, fortified plus SMP","10 samples, own label and Vitapint",Milk and milk products ,BAH,12010,215,50-187 ,As MPE,SMP = selected milk proteins,51,3.7,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.4,0.59,3.7,1.6,5.8,51,0,0,5.8,0,0,0,0,0,5.8,0,0,0,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.1,7,90,5,91,0.1,0.04,0,0.04,0.19,0.1,0.9,0,0.06,0.4,5,0.37,2.3,1,59,150,130,12,100,0.03,0,0.4,110,0,1,15
"Skimmed milk, pasteurised, average",687,12-307,"Skimmed milk, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",Milk and milk products ,BAE,131,144,12-002 12-831 50-182  ,"Data from ADAS Laboratory Services, 1996 'Nutrient analysis of pasteurised liquid milk' Food Surveillance Information Sheet No.128. Fatty acids as 12-831",,34,3.4,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8,0.55,3.5,0.3,4.8,34,0,0,4.8,0,0,0,0,0,4.8,0,0,0,0,0.13,0,0,0,0,0,0.06,0,0.06,0,0.01,0,0,0,0.13,0,0,0,0,3.7,1,0,1,0,0,0,0.03,0.22,0.1,0.7,0.8,0.06,0.8,9,0.5,2.5,1,44,162,125,11,96,0.03,0,0.5,87,0,1,30
"Skimmed milk, pasteurised, summer",688,12-308,"Skimmed milk, pasteurised, summer","Average of glass bottles, plastic containers and cartons",Milk and milk products ,BAE,12308,137,12-002 84 12-831 50-182 ,"Data from ADAS Laboratory Services, 1996, Nutrient analysis of pasteurised liquid milk, Food Surveillance Information Sheet No.128",,32,3.4,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.8,0.55,3.5,0.2,4.4,32,0,0,4.4,0,0,0,0,0,4.4,0,0,0,0,0.1,0,0,0,0,0,0.06,0,0.06,0,0.01,0,0,0,0,0,0,0,0,2.6,1,0,0,0,0,0,0.03,0.21,0.1,0.6,0.8,0.06,0.8,3,0.55,2.1,1,49,171,133,12,98,0.06,0,0.5,86,0,1,21
"Skimmed milk, pasteurised, winter",689,12-309,"Skimmed milk, pasteurised, winter","Average of glass bottles, plastic containers and cartons",Milk and milk products ,BAE,12209,134,12-002 84 12-831 50-182 ,"Data from ADAS Laboratory Services, 1996, Nutrient analysis of pasteurised liquid milk, Food Surveillance Information Sheet No.128",,32,34,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.7,0.55,3.5,0.2,4.2,32,0,0,4.2,0,0,0,0,0,4.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,4.1,1,0,1,0,0,0,0.03,0.22,0.1,0.8,0.9,0.06,0.7,14,0.33,3.5,1,42,163,124,11,99,0.01,0,0.5,84,0,1,31
"Skimmed milk, UHT",690,12-310,"Skimmed milk, UHT","22 samples, summer (June/Sep) and winter (Jan/Mar), unfortified",Milk and milk products ,BAE,12005,114,12-005 50-184 ,"Data from LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178",,27,2.8,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.3,0.44,2.8,0.1,3.9,27,0,0,3.9,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.1,0.02,0,0.04,0.17,0.1,0.8,0.9,0.02,0.6,1,0.41,1.8,0,40,148,102,10,92,0,0.01,0.3,102,0,2,25
"Skimmed milk, sterilised",691,12-311,"Skimmed milk, sterilised","21 samples, summer (June/Sep) and winter (Jan/Mar)",Milk and milk products ,BAE,12007,147,12-007 ,"Data from LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178",,35,2.8,5.1,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0.02,0,0,0,0,0,0,91.4,0.45,2.9,0.3,5.4,35,0,0,5.4,0,0,0,0,0,5.4,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0.03,0,0.03,0.16,0.1,0.5,0.6,0.02,0.3,0,0.38,1.6,0,38,140,105,10,91,0,0.01,0.3,94,0.01,2,20
"Skimmed milk, average",692,12-306,"Skimmed milk, average","Weighted average of pasteurised, sterilised and UHT",Milk and milk products ,BAE,12001,136,12-001 12-831 50-181  ,"Data from LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Fd Surveillance No. 178 and  ADAS ' Nutrient analysis of pasteurised liquid milk' 1996, Fd Surveillance No.128.  Vitamin K1 Bolton-Smith, Br J Nutr, 83, 2000",,32,3.4,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.9,0.54,3.4,0.2,4.4,32,0,0,4.4,0,0,0,0,0,4.4,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,1,0,1,0,0,0.02,0.03,0.22,0.1,0.7,0.8,0.06,0.8,9,0.48,2.4,1,44,160,122,11,96,0.03,0,0.5,89,0,1,29
"Cream, sterilised, canned",693,12-120,"Cream, sterilised, canned","13 cans, 6 brands",Milk and milk products ,BJL,150,985,50-217 ,As MPE,,239,2.4,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,188,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2,0.39,2.5,23.9,3.7,239,0,0,3.7,0,0,0,0,0,3.7,0,0,0,0,14.9,0,0,0,0,0,0,0,6.9,0,0,0,0.7,0,0,0,0,0,0,65,240,215,276,0,0.48,0,0.02,0.16,0.1,0.6,0,0.02,0.1,1,0.25,2.1,0,53,110,86,10,73,0.8,0,1.1,78,0,0,0
"Cream, dairy, UHT, canned spray, half fat",694,12-339,"Cream, dairy, UHT, canned spray, half fat","4 samples, 1 brand (Anchor Light)",Milk and milk products ,BJP,12339,811,,"LGC, Nutrient analysis of ‘other’ milk and cream, 1998, Food Surveillance Information Sheet No. 178, renamed from Dairy cream, UHT, canned spray, half fat",,196,2.8,7.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,143,5,0,0,0,39,0,0,0,0,0,0,0.45,0,0,0.03,0,0,0,71.9,0.44,2.8,17.3,7.6,196,0,0.2,7.4,0,0,0,3.8,0,3.6,0,0,0,0,10.87,0,0,0,0,0,0,0,4.34,0,0,0,0.57,0,0,0,0,0,0.58,46,147,39,153,0,0.46,0,0.03,0.26,0.1,0.5,0.6,0.02,0.1,6,0.19,1.7,0,35,110,87,9,77,0,0,0.3,66,0,1,11
"Cream, dairy, UHT, canned spray",695,12-338,"Cream, dairy, UHT, canned spray","10 samples, 6 brands",Milk and milk products ,BJP,12124,1043,12-124 12-844 50-218  ,"Data from LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178. Fats as 12-844",,253,1.8,6.9,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,269,13,0,0,0,111,0,6,0,0,0,0,0,0,0,0,0,0,0,63.6,0.3,1.9,24.2,7.2,252,0,0,7.2,0,0,0,3.9,0,3.3,0,0,0,0,15.2,2.44,0.56,0.67,0.15,23.73,5.43,0,6.07,2.75,0.63,0,0.8,66.47,15.2,0,0,3.55,0.81,68,279,111,298,0.3,0.79,0,0.03,0.26,0.1,0.5,0.6,0.02,0.1,6,0.19,1.7,0,31,107,54,7,57,0,0,0.2,66,0,1,11
"Gold Cap SMA, reconstituted",696,12-051,"Gold Cap SMA, reconstituted",Manufacturer's data (Wyeth),Milk and milk products ,BFD,12051,267,12-852 ,Data as MPE. Fats and fatty acids from FA 12-852. Note that the majority of this data is pre 1989 and that composition of this product may have changed since the MPE publication,,64,1.5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,0.24,1.5,3.6,7,64,0,0,7,0,0,0,0,0,7,0,0,0,0,1.62,0,0.6,0,0.03,0,1.34,0,1.34,0,64,0,0.64,0,1.62,0,0,0,0,4,105,12,107,1.3,1.15,0,0.13,0.24,0.6,0.4,0,0.07,0.1,7,0.31,2.1,11,16,63,51,7,32,0.7,0.06,0.6,43,0,0,10
"Farley's Oster Milk, reconstituted",697,12-049,"Farley's Oster Milk, reconstituted",Calcd. as 1 scoop powder (4.09g) to 28.35ml water,Milk and milk products ,BFD,12049,282,12-851 ,"Data as MPE, from manufacturer. Fatty acid fractions as FA 12-851. This product is now produced by Heinz. Note that this data is pre 1989 and that composition of this product may have changed since MPE publication",,67,1.5,7.3,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.8,0.23,1.5,3.8,7.3,67,0,0,7.3,0,0,0,0,0,7.3,0,0,0,0,1.31,0,0.4,0,0.06,0,1.88,0,1.88,0,0.45,0,0.45,0,1.31,0,0,0,0,0,125,6,126,1.7,0.52,0,0.08,0.2,0.7,0.3,0,0.06,0.4,5,0.44,2.1,10,20,63,30,4,26,0.7,0.05,0.4,44,0,1,4
"Milupa, Aptamil, reconstituted",698,12-045,"Milupa, Aptamil, reconstituted",Calcd. as 1 scoop granules (4.33g) to 28.35ml water,Milk and milk products ,BFD,12045,290,12-849 ,As MPE. Fats and fatty acids from 12-849. Note that the majority of this data is pre-1989 and that composition of this product may have changed since publication of MPE.,,67,1.6,7.1,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0.26,1.7,3.6,7.5,69,0,0,7.5,0,0,0,0,0,7.5,0,0,0,0,1.74,0,0.44,0,0.06,0,1.29,0,1.29,0,0.5,0,0.5,0,1.74,0,0,0,0,0,115,6,116,1.2,0.72,0,0.09,0.22,0.6,0.5,0,0.06,0.4,15,0.76,2.2,13,19,98,59,4,33,0.8,0.05,0.4,33,0,0,4
"Whole milk, pasteurised, winter",699,12-318,"Whole milk, pasteurised, winter",Samples taken in January and March,Milk and milk products ,BAK,125,279,12-015 50-192 ,"Data from ADAS Laboratory Services, 1996 'Nutrient analysis of pasteurised liquid milk' Food Surveillance Information Sheet No.128",,67,3.2,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.3,0.52,3.3,3.9,5,67,0,0,5,0,0,0,0,0,5,0,0,0,0,2.54,0,0,0,0,0,0,0,1.04,0,0,0,0.14,0,0,0,0,0,0.14,13,28,13,30,0,0.07,0,0.03,0.22,0.2,0.7,1,0.07,0.8,9,0.6,2.8,2,43,159,121,11,96,0.03,0,0.4,88,0,1,41
"Whole milk, UHT",700,12-320,"Whole milk, UHT","22 samples, summer (Jun/Sep) and winter (Jan/Mar)",Milk and milk products ,BAK,130,276,12-016 12-835 ,"Data from LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178. Inorganics and water soluble vitamins from MPE 12-016. Fatty acids as 12-835",,66,31,4.6,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,43,15,0,0,0,31,0,0,0,0,0,0,0.08,0,0,0,0,0,0,90.2,0.5,3.2,3.9,4.8,66,0,0,4.8,0,0,0,0,0,4.8,0,0,0,0,2.36,1.89,0.07,0.97,0.04,25.1,0.93,0,1.05,3.13,0.12,0,0.1,64.06,2.36,2.37,0.09,4.03,0.15,14,54,31,59,0,0.08,0,0.04,0.18,0.1,0.8,0.8,0.04,0.2,1,0.32,1.8,0,55,140,110,11,87,0.23,0.01,0.4,93,0,1,31
"Whole milk, sterilised",701,12-319,"Whole milk, sterilised","10 samples, 2 brands, polybottles",Milk and milk products ,BAK,129,277,12-017 12-834 50-193  50-193 ,"Majority of data from MPE 12-017, with additional data from LGC  'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178 and ADAS 1996 'Nutrient analysis of pasteurised liquid milk'. Fatty acids as 12-834",,66,3.4,4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,43,24,0,0,0,26,0,0,0,0,0,0,0.11,0.02,0,0,0,0,0,87.6,0.55,3.5,3.9,4.5,66,0,0,4.5,0,0,0,0,0,4.5,0,0,0,0,2.38,0,0.07,0,0.03,0,0.92,0,1.1,0,0.12,0,0.1,0,2.38,2.25,0.08,0,0.14,14,61,21,65,0,0.12,0,0.03,0.14,0.1,0.8,0.9,0.04,0.1,0,0.28,1.8,0,57,140,120,13,91,0.18,0,0.3,100,0,1,31
"Whole milk, pasteurised, average",702,12-316,"Whole milk, pasteurised, average","Average of summer and winter milk. Samples from 11 areas, in glass bottles (50%), plastic containers (30%) and cartons (20%)",Milk and milk products ,BAK,12013,274,12-013 12-833 50-190 ,Data from ADAS 1996 'Nutrient analysis of pasteurised liquid milk' Food Surveillance Sheet No.128. Fatty acids as 12-833,All the values for pasteurised milk are equally applicable to unpasteurised milk,66,3.3,4.4,4.4,0,0,0,0,0,0.5,0.1,0.1,0.1,0,0,0,0,30,0,0,0,0,19,0,0,0,0,0,0,0.08,0,0,0,0,0,0,87.3,0.52,3.3,3.9,4.6,66,0,0,4.6,0,0,0,0,0,4.6,0,0,0,0,2.48,0,0.1,0,0.02,0,0.93,0,1.04,0,0.1,0,0.1,0,2.48,0,0.07,0,0.14,13.5,30,19,30,0,0.08,0,0.03,0.23,0.2,0.6,0.8,0.06,0.9,8,0.58,2.5,2,43,155,118,11,93,0.03,0,0.4,89,0,1,31
"Whole milk, average",703,12-315,"Whole milk, average","Includes pasteurised, sterilised and UHT",Milk and milk products ,BAK,12012,274,12-012 50-189 ,"Data from ADAS, 1996 'Nutrient analysis of pasteurised liquid milk' Food Surveillance Sheet No.128 and LGC 'Nutrient analysis of ‘other’ milk and cream' 1998, Food Surveillance Information Sheet No. 178. Vitamin K1 Bolton-Smith, Br J Nutr, 83, 2000",,65,3.2,4.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,0.52,3.3,3.9,4.5,66,0,0,4.5,0,0,0,0,0,4.5,0,0,0,0,2.51,0,0,0,0,0,0,0,1.03,0,0,0,0.14,0,0,0,0,0,0.14,14,33,20,38,0,0.08,0.6,0.03,0.23,0.2,0.6,0.8,0.06,0.9,8,0.58,2.5,2,43,155,118,11,93,0.03,0,0.4,89,0.01,1,31
"Whole milk, pasteurised, summer",704,12-317,"Whole milk, pasteurised, summer",Samples taken in June and September,Milk and milk products ,BAK,124,270,12-014 50-191 ,"Data from ADAS Laboratory Services, 1996 'Nutrient analysis of pasteurised liquid milk' Food Surveillance Information Sheet No.128",,64,3.3,3.9,3.9,0,0,0,0,0,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.4,0.53,3.4,4,4.1,65,0,0,4.1,0,0,0,0,0,4.1,0,0,0,0,2.54,0,0,0,0,0,0,0,1.04,0,0,0,0.14,0,0,0,0,0,0.14,14,32,25,36,0,0.08,0,0.03,0.24,0.2,0.5,0.6,0.06,0.9,6,0.57,2.3,2,43,150,116,11,91,0.03,0,0.4,90,0,1,20
"Yogurt, whole milk, plain",705,12-184,"Yogurt, whole milk, plain","22 samples, 2 brands",Milk and milk products ,BNE,12184,333,12-868 50-260 ,As MPE 12-184 with fatty acids calculated from whole cows milk FA 12-868,,80,5.6,7.6,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,0.89,5.7,3,7.8,79,0,0,7.8,0,3.1,0,0,0,4.7,0,0,0,0,1.91,1.9,0.05,0.54,0.02,25.15,0.71,0,0.79,2.58,0.07,0,0.1,67.32,1.91,1.85,0.05,3.79,0.11,11,28,21,32,0,0.05,0,0.06,0.27,0.2,1.3,0,0.1,0.2,18,0.5,2.6,1,80,280,200,19,170,0.1,0,0.7,170,0,2,63
"Yogurt, whole milk, fruit",706,12-375,"Yogurt, whole milk, fruit","9 samples, 5 brands, assorted flavours including bio varieties",Milk and milk products ,BN,12185,463,12-185 12-869 50-261 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts', Food Surveillance Information Sheet No.148. Fatty acids as published in FA 12-869. Renamed, previously Whole milk yogurt, fruit",,111,3.9,17.1,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,76,0.63,4,3,17.7,109,1.1,0,16.6,3.3,0.7,2.2,6.2,0.2,4,0,0,0,70.93,2.01,2.64,0.07,0.71,0.02,23.64,0.67,25.71,0.73,3,0.09,3.35,0.09,70.93,2.01,0.81,0.02,2.42,0.07,3.4,36,0,36,0.1,0.18,0,0.12,0.16,0.1,0.7,0.8,0.01,0.3,10,0.4,1.1,1,58,170,122,13,96,0.12,0,0.4,179,0,2,27
"Yogurt, greek, sheep",707,12-420,"Yogurt, greek, sheep","3 samples (Total), 'set' variety and manufacturer's data",Milk and milk products ,BN,12195,384,12-195 50-253 ,"Proximate data from Manufacturer’s (Gordon Conrad Ltd): total carbohydrate and its components, starch and sugars are expressed as their monosaccharide equivalents. Vitamins and inorganic values as MW5 50-253. Renamed from Greek yogurt, sheep Sept 03",,92,4.8,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.9,0.75,4.8,6,5,92,0,0,5,0,0.5,0,0,0,4.5,0,0,0,0,4.2,0,0,0,0,0,0,0,1.6,0,0,0,0.2,0,0,0,0,0,0,14,86,11,88,0.2,0.73,0,0.05,0.33,0.2,1,1.2,0.08,0.2,3,0,0,0,150,190,150,16,140,0,0,0.5,220,0,1,0
"Yogurt, virtually fat free/diet, plain",708,12-383,"Yogurt, virtually fat free/diet, plain","6 samples, 4 brands, including bio varieties",Milk and milk products ,BN,12383,230,,"Campden and Chorleywood FRA, 1998, Nutrient analysis of yoghurts, fromage frais and chilled desserts, Food Surveillance Information Sheet No.148, vitamin values as very low fat fruit yogurt LGC 88",,55,5.3,7.9,7.7,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.9,0.84,5.4,0.2,8.2,54,0.3,0,7.9,1.6,1.6,0,0.1,0,4.6,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.29,0.1,1,1.1,0.07,0.2,8,0,0,1,71,247,160,16,151,0.13,0.03,0.6,252,0,2,53
"Yogurt, virtually fat free/diet, fruit",709,12-382,"Yogurt, virtually fat free/diet, fruit","14 samples, 10 brands, including bio varieties, flavours include strawberry, raspberry, black cherry and rhubarb",Milk and milk products ,BN,12382,201,,"Data from CCFRA, 1998, Nutrient analysis of yoghurts, fromage frais and chilled desserts, Food Surveillance Information Sheet No.148, with inorganics, vitamins, fats and sugars from LGC 1988 Yoghurt, very low fat/virtually fat free, fruit",,48,4.7,6.7,6.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.4,0.75,4.8,0.2,7,47,0.7,0,6.3,0.2,1.3,0.7,0.1,0,4,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.04,0.29,0.1,1,1.1,0.07,0.2,8,0,0,1,73,180,130,13,110,0.1,0,0.4,120,0.02,1,0
"Soya, alternative to yogurt, fruit",710,12-381,"Soya, alternative to yogurt, fruit","3 samples, Soja sun, strawberry",Milk and milk products ,BN,12196,309,12-196 12-873 50-258 ,"Campden and Chorleywood FRA, 1998 'Nutrient analysis of yoghurts, fromage frais and chilled desserts' Food Surveillance Information Sheet No.148. Fatty acids as published in FA 12-873",,75,2.3,12.4,11.7,0.6,0,0,0,0,0.3,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,1.79,1.84,0,0,0,81.1,0.37,2.1,1.8,12.9,73,0.7,0,12.1,2.7,0,2,7.4,0,0,0,0.3,0.7,16.67,0.29,54.28,0.92,7.77,0.13,21.09,0.36,21.09,0.36,62.25,1.07,62.25,1.07,16.67,0.28,0,0,0,0,0,23,3,24,0,1.91,0,0.11,0.02,0,0.7,0,0,0,0,0.12,1,0,24,94,14,15,72,0.45,0,0.2,22,0.18,2,10
